Time (UTC),Channel1,Channel2,Channel3
05/22/21 19:25:45,,,155.7
05/22/21 19:26:10,247,,
05/22/21 19:26:15,247,,
05/22/21 19:26:25,,161.9,
05/22/21 19:26:35,,161.9,155.7
05/22/21 19:26:45,,,155.7
05/22/21 19:27:10,247.8,,
05/22/21 19:27:15,247.8,,
05/22/21 19:27:25,,161.9,
05/22/21 19:27:35,,161.9,155.7
05/22/21 19:27:45,,,155.7
05/22/21 19:28:10,248.9,,
05/22/21 19:28:15,248.9,,
05/22/21 19:28:25,,162,
05/22/21 19:28:35,,162,155.7
05/22/21 19:28:45,,,155.7
05/22/21 19:29:10,248.6,,
05/22/21 19:29:15,248.6,,
05/22/21 19:29:23,,162,
05/22/21 19:29:35,,162,155.7
05/22/21 19:29:45,,,155.7
05/22/21 19:30:10,247.4,,
05/22/21 19:30:15,247.4,,
05/22/21 19:30:25,,162,
05/22/21 19:30:35,,162,155.7
05/22/21 19:30:45,,,155.7
05/22/21 19:31:10,248.2,,
05/22/21 19:31:15,248.2,,
05/22/21 19:31:25,,162.1,
05/22/21 19:31:35,,162.1,155.8
05/22/21 19:31:45,,,155.8
05/22/21 19:32:10,248.6,,
05/22/21 19:32:15,248.6,,
05/22/21 19:32:25,,162.1,
05/22/21 19:32:35,,162.1,155.8
05/22/21 19:32:45,,,155.8
05/22/21 19:33:10,247.8,,
05/22/21 19:33:15,247.8,,
05/22/21 19:33:25,,162.1,
05/22/21 19:33:35,,162.1,155.8
05/22/21 19:33:45,,,155.8
05/22/21 19:34:10,248,,
05/22/21 19:34:15,248,,
05/22/21 19:34:25,,162.2,
05/22/21 19:34:35,,162.2,155.8
05/22/21 19:34:45,,,155.8
05/22/21 19:35:10,247.7,,
05/22/21 19:35:15,247.7,,
05/22/21 19:35:25,,162.2,
05/22/21 19:35:35,,162.2,155.9
05/22/21 19:35:45,,,155.9
05/22/21 19:36:10,247.1,,
05/22/21 19:36:15,247.1,,
05/22/21 19:36:25,,162.2,
05/22/21 19:36:35,,162.2,155.9
05/22/21 19:36:45,,,155.9
05/22/21 19:37:10,247.7,,
05/22/21 19:37:15,247.7,,
05/22/21 19:37:25,,162.2,
05/22/21 19:37:35,,162.2,155.9
05/22/21 19:37:45,,,155.9
05/22/21 19:38:10,247.1,,
05/22/21 19:38:15,247.1,,
05/22/21 19:38:25,,162.3,
05/22/21 19:38:35,,162.3,156
05/22/21 19:38:45,,,156
05/22/21 19:39:10,246.2,,
05/22/21 19:39:15,246.2,,
05/22/21 19:39:25,,162.3,
05/22/21 19:39:35,,162.3,156
05/22/21 19:39:45,,,156
05/22/21 19:40:10,246.2,,
05/22/21 19:40:15,246.2,,
05/22/21 19:40:25,,162.3,
05/22/21 19:40:35,,162.3,156
05/22/21 19:40:45,,,156
05/22/21 19:41:10,246.3,,
05/22/21 19:41:15,246.3,,
05/22/21 19:41:25,,162.3,
05/22/21 19:41:35,,162.3,156.1
05/22/21 19:41:45,,,156.1
05/22/21 19:42:10,246.6,,
05/22/21 19:42:15,246.6,,
05/22/21 19:42:20,,162.3,
05/22/21 19:42:35,,162.3,156.1
05/22/21 19:42:45,,,156.1
05/22/21 19:43:10,248,,
05/22/21 19:43:15,248,,
05/22/21 19:43:25,,162.4,
05/22/21 19:43:35,,162.4,156.1
05/22/21 19:43:45,,,156.1
05/22/21 19:44:10,247.1,,
05/22/21 19:44:15,247.1,,
05/22/21 19:44:25,,162.4,
05/22/21 19:44:35,,162.4,156.2
05/22/21 19:44:45,,,156.2
05/22/21 19:45:10,247.2,,
05/22/21 19:45:15,247.2,,
05/22/21 19:45:25,,162.4,
05/22/21 19:45:35,,162.4,156.2
05/22/21 19:45:45,,,156.2
05/22/21 19:46:10,247.6,,
05/22/21 19:46:15,247.6,,
05/22/21 19:46:25,,162.5,
05/22/21 19:46:35,,162.5,156.3
05/22/21 19:46:45,,,156.3
05/22/21 19:47:10,246.2,,
05/22/21 19:47:15,246.2,,
05/22/21 19:47:25,,162.5,
05/22/21 19:47:35,,162.5,156.3
05/22/21 19:47:45,,,156.3
05/22/21 19:48:10,245.1,,
05/22/21 19:48:15,245.1,,
05/22/21 19:48:25,,162.6,
05/22/21 19:48:35,,162.6,156.4
05/22/21 19:48:45,,,156.4
05/22/21 19:49:10,244.8,,
05/22/21 19:49:15,244.8,,
05/22/21 19:49:25,,162.6,
05/22/21 19:49:35,,162.6,156.4
05/22/21 19:49:45,,,156.4
05/22/21 19:50:10,244.4,,
05/22/21 19:50:15,244.4,,
05/22/21 19:50:25,,162.6,
05/22/21 19:50:35,,162.6,156.5
05/22/21 19:50:45,,,156.5
05/22/21 19:51:10,243.2,,
05/22/21 19:51:15,243.2,,
05/22/21 19:51:25,,162.6,
05/22/21 19:51:35,,162.6,156.5
05/22/21 19:51:45,,,156.5
05/22/21 19:52:10,242.5,,
05/22/21 19:52:15,242.5,,
05/22/21 19:52:25,,162.7,
05/22/21 19:52:35,,162.7,156.6
05/22/21 19:52:45,,,156.6
05/22/21 19:53:10,242.1,,
05/22/21 19:53:15,242.1,,
05/22/21 19:53:25,,162.7,
05/22/21 19:53:35,,162.7,156.6
05/22/21 19:53:45,,,156.6
05/22/21 19:54:10,241.3,,
05/22/21 19:54:15,241.3,,
05/22/21 19:54:35,,162.7,
05/22/21 19:54:45,,162.7,156.7
05/22/21 19:54:10,,,156.7
05/22/21 19:55:15,239.9,,
05/22/21 19:55:25,239.9,,
05/22/21 19:55:35,,162.8,
05/22/21 19:55:45,,162.8,156.7
05/22/21 19:55:55,,,156.7
05/22/21 19:56:10,239.9,,
05/22/21 19:56:25,239.9,,
05/22/21 19:56:35,,162.8,
05/22/21 19:56:45,,162.8,156.8
05/22/21 19:56:55,,,156.8
05/22/21 19:57:10,239.7,,
05/22/21 19:57:15,239.7,,
05/22/21 19:57:25,,162.8,
05/22/21 19:57:35,,162.8,156.8
05/22/21 19:57:45,,,156.8
05/22/21 19:58:10,239.3,,
05/22/21 19:58:15,239.3,,
05/22/21 19:58:25,,162.9,
05/22/21 19:58:35,,162.9,156.9
05/22/21 19:58:45,,,156.9
05/22/21 19:59:10,239.6,,
05/22/21 19:59:15,239.6,,
05/22/21 19:59:25,,162.9,
05/22/21 19:59:35,,162.9,156.9
05/22/21 19:59:45,,,156.9
05/22/21 20:00:10,240.1,,
05/22/21 20:00:15,240.1,,
05/22/21 20:00:25,,162.9,
05/22/21 20:00:35,,162.9,157
05/22/21 20:00:45,,,157
05/22/21 20:01:10,241.1,,
05/22/21 20:01:15,241.1,,
05/22/21 20:01:25,,162.9,
05/22/21 20:01:35,,162.9,157
05/22/21 20:01:45,,,157
05/22/21 20:02:10,236.6,,
05/22/21 20:02:15,236.6,,
05/22/21 20:02:20,,163,
05/22/21 20:02:25,,163,157.1
05/22/21 20:02:30,,,157.1
05/22/21 20:03:10,233.3,,
05/22/21 20:03:15,233.3,,
05/22/21 20:03:25,,163,
05/22/21 20:03:35,,163,157.1
05/22/21 20:03:45,,,157.1
05/22/21 20:04:10,233.3,,
05/22/21 20:04:15,233.3,,
05/22/21 20:04:25,,163,
05/22/21 20:04:35,,163,157.2
05/22/21 20:04:45,,,157.2
05/22/21 20:05:10,231.1,,
05/22/21 20:05:15,231.1,,
05/22/21 20:05:25,,163,
05/22/21 20:05:35,,163,157.2
05/22/21 20:05:45,,,157.2
05/22/21 20:06:10,230.1,,
05/22/21 20:06:15,230.1,,
05/22/21 20:06:25,,163,
05/22/21 20:06:35,,163,157.3
05/22/21 20:06:45,,,157.3
05/22/21 20:07:10,229.4,,
05/22/21 20:07:15,229.4,,
05/22/21 20:07:25,,163,
05/22/21 20:07:35,,163,157.3
05/22/21 20:07:45,,,157.3
05/22/21 20:08:10,228.4,,
05/22/21 20:08:15,228.4,,
05/22/21 20:08:25,,163,
05/22/21 20:08:35,,163,157.4
05/22/21 20:08:45,,,157.4
05/22/21 20:09:10,228,,
05/22/21 20:09:15,228,,
05/22/21 20:09:25,,163,
05/22/21 20:09:35,,163,157.4
05/22/21 20:09:45,,,157.4
05/22/21 20:10:10,227.9,,
05/22/21 20:10:15,227.9,,
05/22/21 20:10:25,,163,
05/22/21 20:10:35,,163,157.5
05/22/21 20:10:45,,,157.5
05/22/21 20:11:10,228.7,,
05/22/21 20:11:15,228.7,,
05/22/21 20:11:20,,163.1,
05/22/21 20:11:35,,163.1,157.5
05/22/21 20:11:45,,,157.5
05/22/21 20:12:10,228.7,,
05/22/21 20:12:15,228.7,,
05/22/21 20:12:25,,163.1,
05/22/21 20:12:35,,163.1,157.5
05/22/21 20:12:45,,,157.5
05/22/21 20:13:10,227.4,,
05/22/21 20:13:15,227.4,,
05/22/21 20:13:25,,163.2,
05/22/21 20:13:35,,163.2,157.6
05/22/21 20:13:45,,,157.6
05/22/21 20:14:10,229,,
05/22/21 20:14:15,229,,
05/22/21 20:14:25,,163.3,
05/22/21 20:14:35,,163.3,157.6
05/22/21 20:14:45,,,157.6
05/22/21 20:15:10,227.8,,
05/22/21 20:15:15,227.8,,
05/22/21 20:15:25,,163.3,
05/22/21 20:15:35,,163.3,157.6
05/22/21 20:15:45,,,157.6
05/22/21 20:16:10,224.9,,
05/22/21 20:16:15,224.9,,
05/22/21 20:16:25,,163.4,
05/22/21 20:16:35,,163.4,157.7
05/22/21 20:16:45,,,157.7
05/22/21 20:17:10,224.5,,
05/22/21 20:17:15,224.5,,
05/22/21 20:17:25,,163.4,
05/22/21 20:17:35,,163.4,157.7
05/22/21 20:17:45,,,157.7
05/22/21 20:18:10,193.2,,
05/22/21 20:18:15,193.2,,
05/22/21 20:18:25,,173.2,
05/22/21 20:18:35,,173.2,157.8
05/22/21 20:18:45,,,157.8
05/22/21 20:19:10,169.9,,
05/22/21 20:19:15,169.9,,
05/22/21 20:19:25,,177.9,
05/22/21 20:19:35,,177.9,102.8
05/22/21 20:19:45,,,102.8
05/22/21 20:20:10,,178.5,
05/22/21 20:20:15,,178.5,161
05/22/21 20:20:25,,,161
05/22/21 20:25:35,,178,169
05/22/21 20:25:45,,178,169
05/22/21 20:26:10,,177.3,168.8
05/22/21 20:26:15,,177.3,168.8
05/22/21 20:27:10,,176.6,168.5
05/22/21 20:27:15,,176.6,168.5
05/22/21 20:28:10,,176,168.2
05/22/21 20:28:15,,176,168.2
05/22/21 20:29:10,,175.4,167.8
05/22/21 20:29:15,,175.4,167.8
05/22/21 20:30:10,,174.9,167.4
05/22/21 20:30:15,,174.9,167.4
05/22/21 20:31:10,,174.6,167
05/22/21 20:31:15,,174.6,167
05/22/21 20:32:10,,174.4,166.7
05/22/21 20:32:15,,174.4,166.7
05/22/21 20:33:10,,174.3,166.4
05/22/21 20:33:15,,174.3,166.4
05/22/21 20:34:10,,174.4,166.2
05/22/21 20:34:15,,174.4,166.2
05/22/21 20:35:10,,174.5,166
05/22/21 20:35:15,,174.5,166
05/22/21 20:36:10,,174.7,165.9
05/22/21 20:36:15,,174.7,165.9
05/22/21 20:37:10,,175,165.8
05/22/21 20:37:15,,175,165.8
05/22/21 20:38:10,,175.3,165.7
05/22/21 20:38:15,,175.3,165.7
05/22/21 20:39:10,,175.8,165.7
05/22/21 20:39:15,,175.8,165.7
05/22/21 20:40:10,,176.2,165.7
05/22/21 20:40:15,,176.2,165.7
05/22/21 20:41:10,,176.7,165.8
05/22/21 20:41:15,,176.7,165.8
05/22/21 20:42:10,,177.2,165.9
05/22/21 20:42:15,,177.2,165.9
05/22/21 20:43:10,,177.7,166.1
05/22/21 20:43:15,,177.7,166.1
05/22/21 20:44:10,,178.2,166.2
05/22/21 20:44:15,,178.2,166.2
05/22/21 20:45:10,,178.6,166.4
05/22/21 20:45:15,,178.7,166.4
05/22/21 20:45:25,,178.7,166.4
05/22/21 20:46:10,,179.2,166.6
05/22/21 20:46:15,,179.2,166.6
05/22/21 20:47:10,,179.7,166.8
05/22/21 20:47:15,,179.7,166.8
05/22/21 20:48:10,,180.2,167
05/22/21 20:48:15,,180.2,167
05/22/21 20:49:10,,180.8,167.2
05/22/21 20:49:15,,180.8,167.2
05/22/21 20:50:10,,181.2,167.5
05/22/21 20:50:15,,181.2,167.5
05/22/21 20:51:10,,181.7,167.8
05/22/21 20:51:15,,181.7,167.8
05/22/21 20:52:10,,182.1,168
05/22/21 20:52:15,,182.1,168
05/22/21 20:53:10,,182.6,168.3
05/22/21 20:53:15,,182.6,168.3
05/22/21 20:54:10,,183.1,168.6
05/22/21 20:54:15,,183.1,168.6
05/22/21 20:55:10,,183.5,168.9
05/22/21 20:55:15,,183.5,168.9
05/22/21 20:56:10,,184,169.2
05/22/21 20:56:15,,184,169.2
05/22/21 20:57:10,,184.5,169.6
05/22/21 20:57:15,,184.5,169.6
05/22/21 20:58:10,,184.9,169.9
05/22/21 20:58:15,,184.9,169.9
05/22/21 20:59:10,,185.3,170.2
05/22/21 20:59:15,,185.3,170.2
05/22/21 21:00:10,,185.7,170.6
05/22/21 21:00:15,,185.7,170.6
05/22/21 21:01:10,,186,170.9
05/22/21 21:01:15,,186,170.9
05/22/21 21:02:10,,186.3,171.2
05/22/21 21:02:15,,186.3,171.2
05/22/21 21:03:10,,186.6,171.6
05/22/21 21:03:15,,186.6,171.6
05/22/21 21:04:10,,187,171.9
05/22/21 21:04:15,,187,171.9
05/22/21 21:05:10,,187.4,172.3
05/22/21 21:05:15,,187.4,172.3
05/22/21 21:06:10,,187.7,172.7
05/22/21 21:06:15,,187.7,172.7
05/22/21 21:07:10,,188.1,173
05/22/21 21:07:15,,188.1,173
05/22/21 21:08:10,,188.4,173.4
05/22/21 21:08:15,,188.4,173.4
05/22/21 21:09:10,,188.6,173.8
05/22/21 21:09:15,,188.6,173.8
05/22/21 21:10:10,,189,174.2
05/22/21 21:10:15,,189,174.2
05/22/21 21:11:10,,189.2,174.6
05/22/21 21:11:15,,189.2,174.6
05/22/21 21:12:10,,189.5,175
05/22/21 21:12:15,,189.5,175
05/22/21 21:13:10,,189.7,175.4
05/22/21 21:13:15,,189.7,175.4
05/22/21 21:14:10,,190.1,175.8
05/22/21 21:14:15,,190.1,175.8
05/22/21 21:15:10,,190.3,176.3
05/22/21 21:15:15,,190.3,176.3
05/22/21 21:16:10,,190.7,176.7
05/22/21 21:16:15,,190.7,176.7
05/22/21 21:17:10,,191,177.2
05/22/21 21:17:15,,191,177.2
05/22/21 21:18:10,,191.3,177.6
05/22/21 21:18:15,,191.3,177.6
05/22/21 21:19:10,,191.5,178.1
05/22/21 21:19:15,,191.5,178.1
05/22/21 21:20:10,,191.8,178.5
05/22/21 21:20:15,,191.8,178.5
05/22/21 21:21:10,,192.1,178.9
05/22/21 21:21:15,,192.1,178.9
05/22/21 21:22:10,,192.3,179.3
05/22/21 21:22:15,,192.3,179.3
05/22/21 21:23:10,,192.6,179.8
05/22/21 21:23:15,,192.6,179.8
05/22/21 21:24:10,,192.8,180.2
05/22/21 21:24:15,,192.8,180.2
05/22/21 21:25:10,,193.1,180.6
05/22/21 21:25:15,,193.1,180.6
05/22/21 21:26:10,,193.4,181.1
05/22/21 21:26:15,,193.4,181.1
05/22/21 21:27:10,,193.7,181.5
05/22/21 21:27:15,,193.7,181.5
05/22/21 21:28:10,,194,181.9
05/22/21 21:28:15,,194,181.9
05/22/21 21:29:10,,194.2,182.3
05/22/21 21:29:15,,194.2,182.3
05/22/21 21:30:10,,194.4,182.7
05/22/21 21:30:15,,194.4,182.7
05/22/21 21:31:10,,194.6,183.1
05/22/21 21:31:15,,194.6,183.1
05/22/21 21:32:10,,194.9,183.5
05/22/21 21:32:15,,194.9,183.5
05/22/21 21:33:10,,195.2,183.9
05/22/21 21:33:15,,195.2,183.9
05/22/21 21:34:10,,195.4,184.3
05/22/21 21:34:15,,195.4,184.3
05/22/21 21:35:10,,195.7,184.7
05/22/21 21:35:15,,195.7,184.7
05/22/21 21:36:10,,196.1,185.1
05/22/21 21:36:15,,196.1,185.1
05/22/21 21:37:10,,196.3,185.5
05/22/21 21:37:15,,196.3,185.5
05/22/21 21:38:10,,196.7,185.9
05/22/21 21:38:15,,196.7,185.9
05/22/21 21:39:10,,197,186.4
05/22/21 21:39:15,,197,186.4
05/22/21 21:40:10,,197.3,186.8
05/22/21 21:40:15,,197.3,186.8
05/22/21 21:41:10,,197.6,187.2
05/22/21 21:41:15,,197.6,187.2
05/22/21 21:42:10,,198,187.6
05/22/21 21:42:15,,198,187.6
05/22/21 21:43:10,,198.2,188
05/22/21 21:43:15,,198.2,188
05/22/21 21:44:10,,198.6,188.4
05/22/21 21:44:15,,198.6,188.4
05/22/21 21:45:10,,198.9,188.8
05/22/21 21:45:15,,198.9,188.8
05/22/21 21:46:10,,199.2,189.2
05/22/21 21:46:15,,199.2,189.2
05/22/21 21:47:10,,199.5,189.6
05/22/21 21:47:15,,199.5,189.6
05/22/21 21:48:10,,199.9,190
05/22/21 21:48:15,,199.9,190
05/22/21 21:49:10,,200.2,190.4
05/22/21 21:49:15,,200.2,190.4
05/22/21 21:50:10,,200.5,190.8
05/22/21 21:50:15,,200.5,190.8
05/22/21 21:51:10,,200.8,191.2
05/22/21 21:51:15,,200.8,191.2
05/22/21 21:52:10,,201.1,191.6
05/22/21 21:52:15,,201.1,191.6
05/22/21 21:53:10,,201.5,192
05/22/21 21:53:15,,201.5,192
05/22/21 21:54:10,,201.8,192.4
05/22/21 21:54:15,,201.8,192.4
05/22/21 21:55:10,,202,192.8
05/22/21 21:55:15,,202,192.8
05/22/21 21:56:10,,202.4,193.2
05/22/21 21:56:15,,202.4,193.2
05/22/21 21:57:10,,202.6,193.6
05/22/21 21:57:15,,202.6,193.6
05/22/21 21:58:10,,202.9,193.9
05/22/21 21:58:15,,202.9,193.9
05/22/21 21:59:10,,203.2,194.3
05/22/21 21:59:15,,203.2,194.3
05/22/21 21:59:25,,203.3,194.4
05/22/21 21:59:35,,203.3,194.4
05/22/21 22:00:10,,203.5,194.7
05/22/21 22:00:15,,203.5,194.7
05/22/21 22:00:25,,203.6,194.8
05/22/21 22:00:35,,203.6,194.8
05/22/21 22:01:10,,203.7,195
05/22/21 22:01:15,,203.7,195
05/22/21 22:01:25,,203.8,195.2
05/22/21 22:01:35,,203.8,195.2
05/22/21 22:02:10,,204,195.4
05/22/21 22:02:15,,204,195.4
05/22/21 22:02:25,,204.1,195.5
05/22/21 22:02:35,,204.1,195.5
05/22/21 22:03:10,,204.3,195.8
05/22/21 22:03:15,,204.3,195.8
05/22/21 22:03:25,,204.3,195.9
05/22/21 22:03:35,,204.3,195.9
05/22/21 22:04:10,,204.4,196.1
05/22/21 22:04:15,,204.4,196.1
05/22/21 22:04:25,,204.5,196.2
05/22/21 22:04:35,,204.5,196.2
05/22/21 22:05:10,,204.7,196.4
05/22/21 22:05:15,,204.7,196.4
05/22/21 22:05:25,,204.8,196.5
05/22/21 22:05:35,,204.8,196.5
05/22/21 22:06:10,,205,196.8
05/22/21 22:06:15,,205,196.8
05/22/21 22:06:25,,205.1,196.9
05/22/21 22:06:35,,205.1,196.9
05/22/21 22:07:10,,205.2,197.1
05/22/21 22:07:15,,205.2,197.1
05/22/21 22:07:25,,205.3,197.2
05/22/21 22:07:35,,205.3,197.2
05/22/21 22:08:10,,205.5,197.4
05/22/21 22:08:15,,205.5,197.4
05/22/21 22:08:25,,205.5,197.5
05/22/21 22:08:35,,205.5,197.5
05/22/21 22:09:10,,205.7,197.8
05/22/21 22:09:15,,205.7,197.8
05/22/21 22:09:25,,205.8,197.9
05/22/21 22:09:35,,205.8,197.9
05/22/21 22:10:10,,206,198.1
05/22/21 22:10:15,,206,198.1
05/22/21 22:10:25,,206,198.2
05/22/21 22:10:35,,206,198.2
05/22/21 22:11:10,,206.1,198.4
05/22/21 22:11:15,,206.1,198.4
05/22/21 22:11:25,,206.2,198.5
05/22/21 22:11:35,,206.2,198.5
05/22/21 22:12:10,,206.3,198.7
05/22/21 22:12:15,,206.3,198.7
05/22/21 22:12:25,,206.4,198.8
05/22/21 22:12:35,,206.4,198.8
05/22/21 22:13:10,,206.6,199
05/22/21 22:13:15,,206.6,199
05/22/21 22:13:25,,206.7,199.2
05/22/21 22:13:35,,206.7,199.2
05/22/21 22:14:10,,206.8,199.4
05/22/21 22:14:15,,206.8,199.4
05/22/21 22:14:25,,206.8,199.5
05/22/21 22:14:35,,206.8,199.5
05/22/21 22:15:10,,,199.6
05/22/21 22:15:15,,,199.6
05/22/21 22:15:25,,,199.7
05/22/21 22:15:35,,,199.7
05/22/21 22:16:10,,,199.9
05/22/21 22:16:15,,,199.9
05/22/21 22:16:25,,,200
05/22/21 22:16:35,,,200
05/22/21 22:17:10,,,200.3
05/22/21 22:17:15,,,200.3
05/22/21 22:17:25,,,200.4
05/22/21 22:17:35,,,200.4
05/22/21 22:18:10,,,200.6
05/22/21 22:18:15,,,200.6
05/22/21 22:18:25,,,200.7
05/22/21 22:18:35,,,200.7
05/22/21 22:19:10,,,200.8
05/22/21 22:19:15,,,200.8
05/22/21 22:19:25,,,200.9
05/22/21 22:19:35,,,200.9
05/22/21 22:20:10,,,201.1
05/22/21 22:20:15,,,201.1
05/22/21 22:20:25,,,201.2
05/22/21 22:20:35,,,201.2
05/22/21 22:21:10,,,201.4
05/22/21 22:21:15,,,201.4
05/22/21 22:21:25,,,201.5
05/22/21 22:21:35,,,201.6
05/22/21 22:21:45,,,201.6
05/22/21 22:22:10,,,201.6
05/22/21 22:22:15,,,201.6
05/22/21 22:22:25,,,201.8
05/22/21 22:22:35,,,201.8
05/22/21 22:22:45,,,201.9
05/22/21 22:22:50,,,201.9
05/22/21 22:22:55,,,201.9
05/22/21 22:23:10,,,201.9
05/22/21 22:23:15,,,202
05/22/21 22:23:25,,,202
05/22/21 22:23:35,,,202.2
05/22/21 22:23:45,,,202.2
05/22/21 22:23:50,,,202.2
05/22/21 22:24:10,,,202.2
05/22/21 22:24:15,,,202.4
05/22/21 22:24:25,,,202.4
05/22/21 22:24:35,,,202.5
05/22/21 22:24:45,,,202.5
05/22/21 22:24:55,,,202.5
05/22/21 22:25:10,,,202.5
05/22/21 22:25:15,,,202.7
05/22/21 22:25:20,,,202.7
05/22/21 22:25:25,,,202.8
05/22/21 22:25:35,,,202.8
05/22/21 22:25:45,,,202.8
05/22/21 22:26:10,,,202.8
05/22/21 22:26:15,,,203
05/22/21 22:26:25,,,203
05/22/21 22:26:35,,,203.1
05/22/21 22:26:45,,,203.1
05/22/21 22:26:55,,,203.1
05/22/21 22:27:10,,,203.1
